path,name,code,sub-code,original-price,price,sale-price,options,headline,caption,abstract,explanation,additional1,additional2,additional3,relevant-links,ship-weight,taxable,release-date,temporary-point-term,point-code,meta-desc,template,sale-period-start,sale-period-end,sale-limit,sp-code,brand-code,yahoo-product-code,product-code,jan,isbn,delivery,astk-code,condition,product-category,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10,display,sort,sp-additional
"白ワイン
フランス
フランス:ロワール河流域","2003 ヴーヴレイ・ドゥミ・セック・ル・オー・リュー / ドメーヌ・ユエ",8465,,9000,9000,,,,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: シュナン・ブラン100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2010 D.O.C.ランゲ・ラ・ヴィッラ / エリオ・アルターレ",8466,,13000,13000,,,バローロ・ボーイズの代表,,,"国: Italy
地方: Piemonte
ブドウ品種: ネッビオーロ100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2013 D.O.C.モンテプルチアーノ・ダブルッツォ・ロッソ・デラ・コントラーダ / ラバスコ",8469,,5800,5800,,,ヴァレンティーニ、エミディオ・ペペに次ぐ伝統派,,,"国: Italy
地方: Abruzzo
ブドウ品種: モンテプルチアーノ100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2001 I.G.T.トスカーナ・ペトラ・ロッソ / ペトラ",8486,,5800,5800,,,ヴェラビスタのオーナーが手掛けるスーパー・タスカン,,,"国: Italy
地方: Toscana
ブドウ品種: カベルネ・ソーヴィニヨン+メルロー
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ロワール河流域","1982 プイィ・フュメ・ジョアンヌ・ドリオン / ジットン・ペール・エ・フィス",8516,,7200,7200,,,区画ごとの醸造をサンセールで初めて実行に移したパイオニア。,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: ソーヴィニヨン・ブラン100%
インポーター: DAIEI SANGYOU
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2013 D.O.リアス・バイシャス・ロロ / パコ・イ・ロラ",8534,,1900,1900,,,常に最先端を求める新鋭ワイナリー,,,"国: Spain
地方: Galicia
ブドウ品種: アルバリーニョ100%
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2012 ミュスカ・キュヴェ・マリー / ドメーヌ・ヴァランタン・チュスラン",8541,,2400,2400,,,,,,"国: France
地方: Alsace
ブドウ品種: ミュスカ・オットネル100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2009 V.d.T.・ピノ・ノワール・コロンバイア / カーサ・カテリーナ",8543,,10000,10000,,,フランチャコルタを脱退し品質を追求,,,"国: Italy
地方: Lombardia
ブドウ品種: ピノ・ノワール100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","1983 ゲヴェルツトラミネール・キュヴェ・デ・セニュール・ド・リボピエール / トリンバック",8545,,21400,21400,,,,,,"国: France
地方: Alsace
ブドウ品種: ゲヴェルツトラミネール100%
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"甘口ワイン
フランス
フランス:アルザス地方","1976 ゲヴェルツトラミネール・ヴァンダンジュ・タルディヴ / トリンバック",8546,,24800,24800,,,,,,"国: France
地方: Alsace
ブドウ品種: ゲヴェルツトラミネール100%
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1376,,,,,,,,,,,1,99,
その他のワイン,"2014 エル・ドラド・ストーン・クラッシャー / ドンキー・アンド・ゴート・ワイナリー",8550,,4500,4500,,,アメリカを代表するナチュラル・ワイン,,,"国: United States
地方: California
ブドウ品種: ルーサンヌ100％
インポーター: FUJI INDUSTRIES CO.,LTD.
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","2011 ブノワ・ライエ・ル・ジャルダャン・ド・ラ・グロス・ピエール・ブリュット・グラン・クリュ / ブノワ・ライエ",8555,,14200,14200,,,,,,"国: France
地方: Champagne
ブドウ品種: ピノ・ノワール+ピノ・ムニエ+ピノ・ブラン+シャルドネ+アルバンヌ+プティ・メリエ+グロ・プラン+タンテュリエ+その他
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","N.V. フルーリー・ペール・エ・フィス・フルー・ド・リョーロップ・ブリュット・ナチュール / フルーリー・ペール・エ・フィス",8556,,7500,7500,,,"ビオディナミ・シャンパーニュの先駆者 ☆☆☆☆(B&D)",,,"国: France
地方: Champagne
ブドウ品種: ピノ・ノワール85％＋シャルドネ15％
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ロワール河流域","2010 コトー・デュ・ロワール・ヴィエイユ・ヴィーニュ・エパルス / ドメーヌ・ド・ベリヴィエール",8561,,5800,5800,,,,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: シュナン・ブラン100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ロワール河流域","2012 アンジュー・ブラン・リテュス / ドメーヌ・エリック・モルガ",8563,,5700,5700,,,,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: シュナン・ブラン100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ロワール河流域","2013 サヴニエール・フィデス / ドメーヌ・エリック・モルガ",8564,,6500,6500,,,,,,"国: France
地方: Vall?e de la Loire
ブドウ品種: シュナン・ブラン100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","2012 コート・ロティ・セレン・ノワール / ドメーヌ・マチルド・エ・イヴ・ガングロフ",8567,,16500,16500,,,北ローヌのカルト・ワイン,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: シラー100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ローヌ河流域","2012 サン・ジョセフ / ドメーヌ・デ・リゼ",8569,,4300,4300,,,クローズ・エルミタージュの新星,,,"国: France
地方: Vall?e du Rh?ne
ブドウ品種: シラー100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"スパークリング
南アフリカ","N.V. W.O. ・ウェスタン・ケープ・ブリュット / グラハム・ベック・ワインズ",8574,,2450,2450,,,南アフリカを代表するスパークリング,,,"国: South Africa
地方: Western Cape
ブドウ品種: ピノ・ノワール＋シャルドネ
インポーター: Mottox
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2014 ピノ・ブラン・レゼルヴ / ドメーヌ・アルベール・ボクスレ",8578,,3600,3600,,,,,,"国: France
地方: Alsace
ブドウ品種: ピノ・ブラン100%
インポーター: Yokohama KIMIJIMAYA
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ボルドー地方","2007 シャトー・アンペリア / シャトー・アンペリア",8579,,3000,3000,,,デスパーニュ家が手掛けるコスパ・ボルドー,,,"国: France
地方: Bordeaux
ブドウ品種: メルロー95%+カベルネ・フラン5%
インポーター: VIVIT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
白ワイン,"2014 D.O.カリニェナ・アナヨン・シャルドネ / グランデス・ビノス・イ・ビニェドス",8580,,2700,2700,,,カリニェナ最大の生産者,,,"国: Spain
地方: Aragon
ブドウ品種: シャルドネ100%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2012 D.O.リベラ・デル・ドゥエロ・クリアンサ / ボデーガス・エル・イルシオニスタ",8584,,3600,3600,,,D.O.リベラ・デル・ドゥエロの高品質のワイン,,,"国: Spain
地方: Castilla Y Le?n
ブドウ品種: テンプラニーリョ 100％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2013 D.O.ラ・マンチャ・ルダ・アーレ・ドス / ボデーガス・ビニャ・ルダ",8586,,1700,1700,,,独自の製造方法でモダンなワインを造りだす,,,"国: Spain
地方: Castilla la Mancha
ブドウ品種: テンプラニーリョ 100％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2012 D.O.テラ・アルタ・トレメンダ / ヴァン・デル・トロス",8589,,6200,6200,,,2009年設立の新星ワイナリー,,,"国: Spain
地方: Catalu?a
ブドウ品種: サムソ100％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2011 D.O.グラナダ・プラド・ネグロ / ボデーガス・フォンテディ",8591,,3950,3950,,,グラナダの新鋭ワイナリー,,,"国: Spain
地方: Andaluc?a
ブドウ品種: テンプラニーリョ 44％＋メルロ－26％＋ガルナッチャ15％＋カベルネ・ソーヴィニヨン15％＋シラ－2％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","2002 ロジェ・ブルン・エクストラ・ブリュット・レゼルヴ・ファミリアル・グラン・クリュ / ロジェ・ブルン",8593,,17800,17800,,,フランス革命まで遡ることができる歴史ある生産者,,,"国: France
地方: Champagne
ブドウ品種: ピノ・ノワール66%+シャルドネ34%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
赤ワイン,"2014 ハウエルマウンテン・シタ?ーマン・シ?ンファンテ?ル / ターリー・ワイン・セラーズ",8598,,8000,8000,,,最高峰のジンファンデル生産者,,,"国: United States
地方: California
ブドウ品種: シ?ンファンテ?ル＋プティ・シラー
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2014 コントラ・コスタ・カウンティ・シ?ンファンテ?ル・テ?ュアルテ・ウ?ィンヤート? / ターリー・ワイン・セラーズ",8599,,10000,10000,,,最高峰のジンファンデル生産者,,,"国: United States
地方: California
ブドウ品種: シ?ンファンテ?ル100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2014 ラサ?フォート?・プティ・ヴェルドー / スカーレット・ワインス?",8602,,10000,10000,,,ナパの新星,,,"国: United States
地方: California
ブドウ品種: フ?ティ・ウ?ェルト?100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
白ワイン,"2014 ラサ?フォート?・ソーヴィニヨン・ブラン / スカーレット・ワインス?",8603,,6000,6000,,,ナパの新星,,,"国: United States
地方: California
ブドウ品種: ソーウ?ィニヨン・フ?ラン92% ＋セミヨン8%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2011 ソノマ・コースト・ヴレ・コート・シャルドネ / シャスール・ワインス?",8605,,6000,6000,,,WS誌カリフォルニア・ベスト・シャルドネTO30入り,,,"国: United States
地方: California
ブドウ品種: シャルドネ100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2014 トレアナ・ブラン / ホーフ?・ファミリー・ワインス?",8608,,5000,5000,,,パソ・ロブレスのパイオニア,,,"国: United States
地方: California
ブドウ品種: マルサンヌ45%＋ウ?ィオニエ45% ＋ルーサンヌ10%  
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2012 ローダイ・レシ?オ オーフ?イオーシー・シ?ンファンテ?ル / スコット・セラース?",8609,,2500,2500,,,クラシックなカリフォルニア・ワイン,,,"国: United States
地方: California
ブドウ品種: シ?ンファンテ?ル100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2014 サンタ・バーバラ・コルソン・キャニオン・シラー / テンスレー・ワインス?",8610,,9000,9000,,,ローヌ品種のエキスパート,,,"国: United States
地方: California
ブドウ品種: シラー100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2013 サンタ・バーバラ・コルソン・キャニオン・グルナッシュ / テンスレー・ワインス?",8611,,9000,9000,,,ローヌ品種のエキスパート,,,"国: United States
地方: California
ブドウ品種: ク?ルナッシュ100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2014 サンタ・バーバラ・エス・ヒ?ー・シー・ シラー / テンスレー・ワインス?",8612,,5900,5900,,,ローヌ品種のエキスパート,,,"国: United States
地方: California
ブドウ品種: シラー100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2014 サンタ・バーバラ・テンシェン・レッド / テンシェン",8613,,5000,5000,,,WS誌年間TOP100選出ワイナリー,,,"国: United States
地方: California
ブドウ品種: シラー+ク?ルナッシュ+ムールウ?ェト?ル+フ?ティシラー+メルロー
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
白ワイン,"2015 テンシェン・ホワイト / テンシェン",8614,,4500,4500,,,WS誌年間TOP100選出ワイナリー,,,"国: United States
地方: California
ブドウ品種: ウ?ィオニエ+ルーサンヌ+ク?ルナッシュフ?ラン+シャルト?ネ フ?レント?
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
赤ワイン,"2013 サンタ・バーバラ・ピノ・ノワール / リュサック ウ?ィンヤース?",8615,,5000,5000,,,ヒュー・ジョンソン3ツ星生産者,,,"国: United States
地方: California
ブドウ品種: ピノ・ノワール100%
インポーター: LIAISON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
スパークリング,"N.V. D.O.カバ・ブリュット・デ・ブリュット / マリア・カサノヴァ",8616,,1900,1900,,,,,,"国: Spain
地方: Catalu?a
ブドウ品種: パレリャーダ40％＋チャレッロ30％＋マカベオ30％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
白ワイン,"2015 D.O.ルエダ・エル・ブフォン・ヴェルデホ / レイーナ・デ・カスティーリャ",8617,,1800,1800,,,イサベル女王にも献納していたワイナリー,,,"国: Spain
地方: Castilla Y Le?n
ブドウ品種: ヴェルデホ100％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
白ワイン,"2015 D.O.ペネデス・チック / アグスティー・トレーリョ",8618,,1900,1900,,,ペネデスの家族経営ワイナリー,,,"国: Spain
地方: Catalu?a
ブドウ品種: チャレッロ100％
インポーター: Para Japan
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ブルゴーニュ地方","2014 ブルゴーニュ・シャルドネ / ドメーヌ・ピエール・ボワッソン",8620,,5200,5200,,,入手困難な次世代ムルソーのスター!!,,,"国: France
地方: Bourgogne
ブドウ品種: シャルドネ100%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 モンテリー / ドメーヌ・ピエール・ボワッソン",8623,,7500,7500,,,入手困難な次世代ムルソーのスター!!,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 オークセイ・デュレス・プルミエ・クリュ / ドメーヌ・ピエール・ボワッソン",8624,,8800,8800,,,入手困難な次世代ムルソーのスター!!,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: Firadis
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 ジュヴレ・シャンベルタン・プルミエ・クリュ・クロ・プリウール / ドメーヌ・トラペ・ペール・エ・フィス",8631,,18000,18000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 ジュヴレ・シャンベルタン・プルミエ・クリュ・プティ・シャペル / ドメーヌ・トラペ・ペール・エ・フィス",8632,,18000,18000,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 ジュヴレ・シャンベルタン・オストレア / ドメーヌ・トラペ・ペール・エ・フィス",8633,,10500,10500,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 ジュヴレ・シャンベルタン / ドメーヌ・トラペ・ペール・エ・フィス",8635,,9500,9500,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 マルサネ / ドメーヌ・トラペ・ペール・エ・フィス",8636,,5500,5500,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2014 コート・ド・ニュイ・ヴィラージュ・ル・メイ・フランゲ / ドメーヌ・トラペ・ペール・エ・フィス",8637,,5200,5200,,,,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:ブルゴーニュ地方","2014 マルサネ / ドメーヌ・トラペ・ペール・エ・フィス",8640,,5200,5200,,,,,,"国: France
地方: Bourgogne
ブドウ品種: シャルドネ100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2012 リースリング・グラン・クリュ・シュネンブルグ / ドメーヌ・トラペ・ペール・エ・フィス",8642,,7000,7000,,,,,,"国: France
地方: Alsace
ブドウ品種: リースリング100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2010 リースリング・グラン・クリュ・シュロスベルグ / ドメーヌ・トラペ・ペール・エ・フィス",8643,,7000,7000,,,,,,"国: France
地方: Alsace
ブドウ品種: リースリング100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2012 リースリング・グラン・クリュ・シュロスベルグ / ドメーヌ・トラペ・ペール・エ・フィス",8644,,7000,7000,,,,,,"国: France
地方: Alsace
ブドウ品種: リースリング100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2012 ゲヴェルツトラミネール・グラン・クリュ・ゾーネングランツ / ドメーヌ・トラペ・ペール・エ・フィス",8645,,5700,5700,,,,,,"国: France
地方: Alsace
ブドウ品種: ピノ・グリ100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス
フランス:アルザス地方","2012 ピノ・グリ・グラン・クリュ・ゾーネングランツ / ドメーヌ・トラペ・ペール・エ・フィス",8646,,5700,5700,,,,,,"国: France
地方: Alsace
ブドウ品種: ピノ・グリ100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2001 シャンボール・ミュジニー・ヴィエイユ・ヴィーニュ / ドメーヌ・フーリエ",8655,,31400,31400,,,"ルーミエに継ぐ入手困難ブルゴーニュ ☆☆☆☆(B&D)",,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: TIRE-BOUCHON
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:アルザス地方","2014 ピノ・ノワール・シャペル1441 / ドメーヌ・トラペ・ペール・エ・フィス",8683,,5700,5700,,,,,,"国: France
地方: Alsace
ブドウ品種: ピノ・ノワール100%
インポーター: FINESSE
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
赤ワイン,"2014 D.O.マンチュエラ・センダ・デ・ラス・ロカス・ボバル / ボデガ・パルド・トロサ",8687,,1780,1780,,,お値打ち”オーガニックワイン”,,,"国: Spain
地方: Castilla la Mancha
ブドウ品種: ボバル100%
インポーター: AZUMA CORPORATION
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"甘口ワイン
フランス
フランス:南西地方","2012 アトランティック・I.G.P.・エイタ・モワルー / ドメーヌ・デュ・モンコー",8690,,3900,3900,,,新時代のフレンチバスクドメーヌ,,,"国: France
地方: Sud-Ouest
ブドウ品種: プティ・マンサン100%
インポーター: VIVIT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1376,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","N.V. クレモン・ペルスヴァル・ブラン・ド・ブラン・ブリュット・プルミエ・クリュ / クレモン・ペルスヴァル",8692,,8200,8200,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: シャルドネ100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"シャンパーニュ
フランス","N.V. クレモン・ペルスヴァル・ブリュット・プルミエ・クリュ / クレモン・ペルスヴァル",8694,,7800,7800,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: ピノ・ムニエ30%+シャルドネ40%+ピノ・ノワール30%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"シャンパーニュ・ロゼ
フランス","N.V. クレモン・ペルスヴァル・ロゼ・ブリュット・プルミエ・クリュ / クレモン・ペルスヴァル",8695,,8800,8800,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: シャルドネ40%＋ピノ・ノワール30%＋ピノ・ムニエ20%+赤ワイン10%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1373,,,,,,,,,,,1,99,
"白ワイン
フランス","2013 コトー・シャンプノワ・シャムリィ・プルミエ・クリュ・レ・ルロー / クレモン・ペルスヴァル",8696,,7400,7400,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: シャルドネ100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス","2013 コトー・シャンプノワ・シャムリィ・プルミエ・クリュ・レ・トロンブロワ / クレモン・ペルスヴァル",8697,,7400,7400,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: ピノ・ノワール50%＋ピノ・ムニエ50％
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"白ワイン
フランス","2013 コトー・シャンプノワ・シャムリィ・プルミエ・クリュ・ルス / クレモン・ペルスヴァル",8698,,7400,7400,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: ピノ・ノワール100%
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1372,,,,,,,,,,,1,99,
"甘口ワイン
フランス","N.V. ラタフィア・ド・シャンパーニュ・プルミエ・クリュ・グルマンディーズ / クレモン・ペルスヴァル",8699,,8800,8800,,,ジャック・セロスで修行した超新星シャンパーニュ,,,"国: France
地方: Champagne
ブドウ品種: 
インポーター: TERRAVERT
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1376,,,,,,,,,,,1,99,
赤ワイン,"2016 メンドーサ・ラ・フロール・マルベック / プレンタ・エステート",8701,,2000,2000,,,コンサルタントはポール・ホブス,,,"国: Argentina
地方: Mendoza
ブドウ品種: マルベック100％
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2013 ジュヴレ・シャンベルタン・プルミエ・クリュ・レ・カズティエ / オリヴィエ・バーンスタイン",8702,,26500,26500,,,最注目のマイクロ・ネゴス,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
"赤ワイン
フランス
フランス:ブルゴーニュ地方","2008 ジュヴレ・シャンベルタン・プルミエ・クリュ・レ・シャンポー / オリヴィエ・バーンスタイン",8703,,18400,18400,,,最注目のマイクロ・ネゴス,,,"国: France
地方: Bourgogne
ブドウ品種: ピノ・ノワール100%
インポーター: BERRY BROS & RUDD
",,,,,,1,,,,,IT03,,,,,,,,,,0,0,0,1371,,,,,,,,,,,1,99,
